Company name Latin alphabet,"City
Latin Alphabet",Attribute,Date,Value
CREDEM - EUROMOBILIARE PRIVATE BANKING S.P.A.,REGGIO EMILIA,Deposit Ratio,2018,0.856311402
CREDEM - EUROMOBILIARE PRIVATE BANKING S.P.A.,REGGIO EMILIA,Deposit Ratio,2017,0.840713816
CREDEM - EUROMOBILIARE PRIVATE BANKING S.P.A.,REGGIO EMILIA,Standard deviation of ROAA,2023,0.087696412
CREDEM - EUROMOBILIARE PRIVATE BANKING S.P.A.,REGGIO EMILIA,Standard Deviation of ROAA,2022,0.212942228
CREDEM - EUROMOBILIARE PRIVATE BANKING S.P.A.,REGGIO EMILIA,Standard Deviation of ROAA,2021,0.289754059
CREDEM - EUROMOBILIARE PRIVATE BANKING S.P.A.,REGGIO EMILIA,Standard Deviation of ROAA,2020,0.113921411
CREDEM - EUROMOBILIARE PRIVATE BANKING S.P.A.,REGGIO EMILIA,Standard Deviation of ROAA,2019,0.180154892
CREDEM - EUROMOBILIARE PRIVATE BANKING S.P.A.,REGGIO EMILIA,Standard Deviation of ROAA,2018,0.197256581
CREDEM - EUROMOBILIARE PRIVATE BANKING S.P.A.,REGGIO EMILIA,Standard Deviation of ROAA,2017,0.241622152
CREDEM - EUROMOBILIARE PRIVATE BANKING S.P.A.,REGGIO EMILIA,Z Score,2023,4.405573642
CREDEM - EUROMOBILIARE PRIVATE BANKING S.P.A.,REGGIO EMILIA,Z Score,2022,3.57623632
CREDEM - EUROMOBILIARE PRIVATE BANKING S.P.A.,REGGIO EMILIA,Z score,2021,3.112753857
CREDEM - EUROMOBILIARE PRIVATE BANKING S.P.A.,REGGIO EMILIA,Z Score,2020,4.343197973
CREDEM - EUROMOBILIARE PRIVATE BANKING S.P.A.,REGGIO EMILIA,Z Score,2019,4.150464068
CREDEM - EUROMOBILIARE PRIVATE BANKING S.P.A.,REGGIO EMILIA,Z Score,2018,3.88049184
CREDEM - EUROMOBILIARE PRIVATE BANKING S.P.A.,REGGIO EMILIA,Z Score,2017,3.720027292
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,Return on average assets (ROAA),2023,0.563679712
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,Return on average assets (ROAA),2022,0.196665393
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,Return on average assets (ROAA),2021,0.198581813
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,Return on average assets (ROAA),2020,0.358094564
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,Return on average assets (ROAA),2019,0.323392254
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,Return on average assets (ROAA),2018,0.479919958
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,Return on average assets (ROAA),2017,0.965906609
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,Return on average equity (ROAE),2023,10.05024642
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,Return on average equity (ROAE),2022,3.829616094
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,Return on average equity (ROAE),2021,3.934653842
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,Return on average equity (ROAE),2020,7.498975824
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,Return on average equity (ROAE),2019,7.696367617
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,Return on average equity (ROAE),2018,11.3392122
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,Return on average equity (ROAE),2017,21.33225193
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,Equity to Assets Ratio,2023,5.601884736
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,Equity to Assets Ratio,2022,5.616201082
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,Equity to Assets Ratio,2021,4.686832282
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,Equity to Assets Ratio,2020,5.448774851
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,Equity to Assets Ratio,2019,4.206757664
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,Equity to Assets Ratio,2018,4.196595399
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,Equity to Assets Ratio,2017,4.275195235
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,NPL,2023,2.627079201
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,NPL,2022,4.001881183
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,NPL,2021,3.922302532
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,NPL,2020,4.099173202
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,NPL,2019,3.287012235
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,NPL,2018,10.24907755
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,NPL,2017,15.89315721
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,Total assets EUR,2023,3923.733
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,Total assets EUR,2022,3481.891
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,Total assets EUR,2021,3732.393
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,Total assets EUR,2020,3345.798
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,Total assets EUR,2019,3964.003
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,Total assets EUR,2018,3656.464
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,Total assets EUR,2017,3057.989
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,Loan Ratio,2023,74.80435086
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,Loan Ratio,2022,79.65504951
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,Loan Ratio,2021,83.62940344
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,Loan Ratio,2020,87.70140935
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,Loan Ratio,2019,80.45299158
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,Loan Ratio,2018,34.43323933
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,Loan Ratio,2017,36.07671578
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,Total customer deposits EUR,2023,1697.245
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,Total customer deposits EUR,2022,1639.401
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,Total customer deposits EUR,2021,1498.816
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,Total customer deposits EUR,2020,1649.681
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,Total customer deposits EUR,2019,1788.511
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,Total customer deposits EUR,2018,1692.855
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,Total customer deposits EUR,2017,1559.564
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,LLP,2023,2.699148429
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,LLP,2022,3.093155241
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,LLP,2021,3.922302532
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,LLP,2020,2.421933377
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,LLP,2019,1.980395212
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,LLP,2018,5.423021682
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,LLP,2017,9.304638919
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,Deposit Ratio,2023,0.432558739
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,Deposit Ratio,2022,0.470836393
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,Deposit Ratio,2021,0.401569717
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,Deposit Ratio,2020,0.493060549
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,Deposit Ratio,2019,0.451188105
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,Deposit Ratio,2018,0.462975979
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,Deposit Ratio,2017,0.509996602
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,Standard deviation of ROAA,2023,0.172562278
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,Standard Deviation of ROAA,2022,0.075650782
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,Standard Deviation of ROAA,2021,0.068496727
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,Standard Deviation of ROAA,2020,0.06712062
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,Standard Deviation of ROAA,2019,0.31960988
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,Standard Deviation of ROAA,2018,0.261779168
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,Standard Deviation of ROAA,2017,0.260035881
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,Z Score,2023,3.575976765
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,Z Score,2022,4.341701319
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,Z score,2021,4.267223369
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,Z Score,2020,4.460305575
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,Z Score,2019,2.651409185
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,Z Score,2018,2.882807252
BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU,CARRU,Z Score,2017,2.988357002
BANCO ACTIVOBANK SA,LISBON,Return on average assets (ROAA),2023,0.631998115
BANCO ACTIVOBANK SA,LISBON,Return on average assets (ROAA),2022,0.540035153
BANCO ACTIVOBANK SA,LISBON,Return on average assets (ROAA),2021,0.602420106
BANCO ACTIVOBANK SA,LISBON,Return on average assets (ROAA),2020,0.516391376
BANCO ACTIVOBANK SA,LISBON,Return on average assets (ROAA),2019,0.476970077
BANCO ACTIVOBANK SA,LISBON,Return on average assets (ROAA),2018,0.289739309
BANCO ACTIVOBANK SA,LISBON,Return on average assets (ROAA),2017,0.693904751
BANCO ACTIVOBANK SA,LISBON,Return on average equity (ROAE),2023,9.394662191
BANCO ACTIVOBANK SA,LISBON,Return on average equity (ROAE),2022,7.778595072
BANCO ACTIVOBANK SA,LISBON,Return on average equity (ROAE),2021,9.237327732
BANCO ACTIVOBANK SA,LISBON,Return on average equity (ROAE),2020,7.988647557
BANCO ACTIVOBANK SA,LISBON,Return on average equity (ROAE),2019,8.046666303
BANCO ACTIVOBANK SA,LISBON,Return on average equity (ROAE),2018,5.786216745
BANCO ACTIVOBANK SA,LISBON,Return on average equity (ROAE),2017,10.46046382
BANCO ACTIVOBANK SA,LISBON,Equity to Assets Ratio,2023,6.511583121
BANCO ACTIVOBANK SA,LISBON,Equity to Assets Ratio,2022,6.980365781
BANCO ACTIVOBANK SA,LISBON,Equity to Assets Ratio,2021,6.895298931
BANCO ACTIVOBANK SA,LISBON,Equity to Assets Ratio,2020,6.04448715
BANCO ACTIVOBANK SA,LISBON,Equity to Assets Ratio,2019,6.976499931
BANCO ACTIVOBANK SA,LISBON,Equity to Assets Ratio,2018,4.497351214
BANCO ACTIVOBANK SA,LISBON,Equity to Assets Ratio,2017,5.643095368
BANCO ACTIVOBANK SA,LISBON,NPL,2023,3.338075112
BANCO ACTIVOBANK SA,LISBON,NPL,2022,5.796973304
BANCO ACTIVOBANK SA,LISBON,NPL,2021,5.737291998
BANCO ACTIVOBANK SA,LISBON,NPL,2020,2.414215686
BANCO ACTIVOBANK SA,LISBON,NPL,2019,2.701663302
BANCO ACTIVOBANK SA,LISBON,NPL,2018,1.87342716
BANCO ACTIVOBANK SA,LISBON,NPL,2017,2.491076461
BANCO ACTIVOBANK SA,LISBON,Total assets EUR,2023,3271.355
BANCO ACTIVOBANK SA,LISBON,Total assets EUR,2022,2786.258
BANCO ACTIVOBANK SA,LISBON,Total assets EUR,2021,2226.749
BANCO ACTIVOBANK SA,LISBON,Total assets EUR,2020,1744.234
BANCO ACTIVOBANK SA,LISBON,Total assets EUR,2019,1428.166
BANCO ACTIVOBANK SA,LISBON,Total assets EUR,2018,1047.461
BANCO ACTIVOBANK SA,LISBON,Total assets EUR,2017,840.443
BANCO ACTIVOBANK SA,LISBON,Loan Ratio,2023,5.825781672
BANCO ACTIVOBANK SA,LISBON,Loan Ratio,2022,5.121851602
BANCO ACTIVOBANK SA,LISBON,Loan Ratio,2021,5.489078473
BANCO ACTIVOBANK SA,LISBON,Loan Ratio,2020,6.481183144
BANCO ACTIVOBANK SA,LISBON,Loan Ratio,2019,5.041220698
BANCO ACTIVOBANK SA,LISBON,Loan Ratio,2018,4.038909325
BANCO ACTIVOBANK SA,LISBON,Loan Ratio,2017,3.107051876
BANCO ACTIVOBANK SA,LISBON,Total customer deposits EUR,2023,3014.963
BANCO ACTIVOBANK SA,LISBON,Total customer deposits EUR,2022,2577.169
BANCO ACTIVOBANK SA,LISBON,Total customer deposits EUR,2021,2062.694
BANCO ACTIVOBANK SA,LISBON,Total customer deposits EUR,2020,1627.124
BANCO ACTIVOBANK SA,LISBON,Total customer deposits EUR,2019,1323.2
BANCO ACTIVOBANK SA,LISBON,Total customer deposits EUR,2018,995.649
BANCO ACTIVOBANK SA,LISBON,Total customer deposits EUR,2017,789.33
BANCO ACTIVOBANK SA,LISBON,LLP,2023,2.126610621
BANCO ACTIVOBANK SA,LISBON,LLP,2022,2.936235334
BANCO ACTIVOBANK SA,LISBON,LLP,2021,2.263731519
BANCO ACTIVOBANK SA,LISBON,LLP,2020,1.044292717
BANCO ACTIVOBANK SA,LISBON,LLP,2019,1.112530389
BANCO ACTIVOBANK SA,LISBON,LLP,2018,1.421381303
BANCO ACTIVOBANK SA,LISBON,LLP,2017,1.886154424
BANCO ACTIVOBANK SA,LISBON,Deposit Ratio,2023,0.921625137
BANCO ACTIVOBANK SA,LISBON,Deposit Ratio,2022,0.924957057
BANCO ACTIVOBANK SA,LISBON,Deposit Ratio,2021,0.926325329
BANCO ACTIVOBANK SA,LISBON,Deposit Ratio,2020,0.932858779
BANCO ACTIVOBANK SA,LISBON,Deposit Ratio,2019,0.926502942
BANCO ACTIVOBANK SA,LISBON,Deposit Ratio,2018,0.950535629
BANCO ACTIVOBANK SA,LISBON,Deposit Ratio,2017,0.939183264
BANCO ACTIVOBANK SA,LISBON,Standard deviation of ROAA,2023,0.038331779
BANCO ACTIVOBANK SA,LISBON,Standard Deviation of ROAA,2022,0.036288739
BANCO ACTIVOBANK SA,LISBON,Standard Deviation of ROAA,2021,0.052379694
BANCO ACTIVOBANK SA,LISBON,Standard Deviation of ROAA,2020,0.098871723
BANCO ACTIVOBANK SA,LISBON,Standard Deviation of ROAA,2019,2.027232841
BANCO ACTIVOBANK SA,LISBON,Standard Deviation of ROAA,2018,2.205319705
BANCO ACTIVOBANK SA,LISBON,Standard Deviation of ROAA,2017,2.034058285
BANCO ACTIVOBANK SA,LISBON,Z Score,2023,5.22769021
BANCO ACTIVOBANK SA,LISBON,Z Score,2022,5.333867264
BANCO ACTIVOBANK SA,LISBON,Z score,2021,4.963835127
BANCO ACTIVOBANK SA,LISBON,Z Score,2020,4.195056511
BANCO ACTIVOBANK SA,LISBON,Z Score,2019,1.302007966
BANCO ACTIVOBANK SA,LISBON,Z Score,2018,0.775050331
BANCO ACTIVOBANK SA,LISBON,Z Score,2017,0.936942713
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,Return on average assets (ROAA),2023,0.583050534
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,Return on average assets (ROAA),2022,0.511742783
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,Return on average assets (ROAA),2021,0.469183305
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,Return on average assets (ROAA),2020,0.608228066
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,Return on average assets (ROAA),2019,0.517162
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,Return on average assets (ROAA),2018,0.525729182
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,Return on average assets (ROAA),2017,0.397504261
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,Return on average equity (ROAE),2023,8.570340848
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,Return on average equity (ROAE),2022,7.020046515
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,Return on average equity (ROAE),2021,5.652941694
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,Return on average equity (ROAE),2020,7.670436881
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,Return on average equity (ROAE),2019,6.697218946
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,Return on average equity (ROAE),2018,6.670306439
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,Return on average equity (ROAE),2017,4.885780558
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,Equity to Assets Ratio,2023,6.978803421
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,Equity to Assets Ratio,2022,6.627398355
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,Equity to Assets Ratio,2021,8.228392051
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,Equity to Assets Ratio,2020,8.376592101
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,Equity to Assets Ratio,2019,7.477896876
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,Equity to Assets Ratio,2018,7.977959075
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,Equity to Assets Ratio,2017,7.773097842
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,NPL,2023,3.283362417
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,NPL,2022,4.235572245
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,NPL,2021,4.707281512
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,NPL,2020,5.862760138
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,NPL,2019,10.38272229
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,NPL,2018,16.40714868
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,NPL,2017,21.89222957
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,Total assets EUR,2023,3417.391
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,Total assets EUR,2022,3416.665
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,Total assets EUR,2021,2410.872
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,Total assets EUR,2020,2242.32
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,Total assets EUR,2019,2219.822
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,Total assets EUR,2018,2117.697
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,Total assets EUR,2017,1879.418
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,Loan Ratio,2023,76.58754881
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,Loan Ratio,2022,75.36501237
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,Loan Ratio,2021,78.8262919
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,Loan Ratio,2020,78.01745514
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,Loan Ratio,2019,70.366633
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,Loan Ratio,2018,52.25454822
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,Loan Ratio,2017,49.57864616
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,Total customer deposits EUR,2023,2573.191
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,Total customer deposits EUR,2022,2524.07
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,Total customer deposits EUR,2021,1587.259
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,Total customer deposits EUR,2020,1437.29
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,Total customer deposits EUR,2019,1409.083
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,Total customer deposits EUR,2018,1264.162
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,Total customer deposits EUR,2017,981.853
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,LLP,2023,3.50310123
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,LLP,2022,3.557658959
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,LLP,2021,2.915843754
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,LLP,2020,3.878854679
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,LLP,2019,5.490859257
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,LLP,2018,8.947117244
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,LLP,2017,10.99463937
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,Deposit Ratio,2023,0.752969444
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,Deposit Ratio,2022,0.738752555
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,Deposit Ratio,2021,0.658375476
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,Deposit Ratio,2020,0.640983446
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,Deposit Ratio,2019,0.634772968
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,Deposit Ratio,2018,0.596951311
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,Deposit Ratio,2017,0.522423963
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,Standard deviation of ROAA,2023,0.046977359
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,Standard Deviation of ROAA,2022,0.058170406
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,Standard Deviation of ROAA,2021,0.057666117
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,Standard Deviation of ROAA,2020,0.041058889
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,Standard Deviation of ROAA,2019,0.077640854
CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,ARCO,Standard Deviation of ROAA,2018,0.076144623
